Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,City,Gender,Top_Category
CUST4062,237,1,8906.18,2,2,1,221,Promising,Mumbai,Female,Furniture
CUST4073,229,1,92444.73,2,2,3,223,Promising,Pune,Female,Fashion
CUST4077,151,1,109913.8,3,2,3,323,Potential Loyalists,Mumbai,Male,Electronics
CUST4089,15,1,112630.77,5,2,3,523,Potential Loyalists,Gaya,Male,Fashion
CUST4094,216,1,178309.16,2,2,4,224,Promising,Hyderabad,Male,Grocery
CUST4099,151,1,208572.3,3,2,4,324,Potential Loyalists,Delhi,Female,Fashion
CUST4103,63,1,63588.21,5,2,2,522,Potential Loyalists,Pune,Male,Grocery
CUST4106,86,1,299498.92,4,2,5,425,Potential Loyalists,Gaya,Male,Grocery
CUST4109,361,1,221067.8,1,2,4,124,Promising,Delhi,Female,Grocery
CUST4110,329,1,360621.09,1,2,5,125,Promising,Kolkata,Female,Grocery
CUST4112,112,1,51766.12,4,2,2,422,Potential Loyalists,Kolkata,Female,Fashion
CUST4132,276,1,7894.56,2,2,1,221,Promising,,Female,Furniture
CUST4137,124,2,333360.55,4,5,5,455,Champions,Gaya,Male,Electronics
CUST4150,282,1,359892.18,2,2,5,225,Promising,Delhi,Female,Education
CUST4167,131,1,249899.04,4,2,5,425,Potential Loyalists,Kolkata,Female,Electronics
CUST4169,306,1,25982.0,1,2,1,121,Promising,Hyderabad,Female,Grocery
CUST4215,165,1,110511.99,3,2,3,323,Potential Loyalists,Delhi,Male,Fashion
CUST4229,131,1,136626.6,4,2,3,423,Potential Loyalists,Hyderabad,Male,Education
CUST4264,48,1,278427.28,5,2,5,525,Potential Loyalists,Patna,Female,Electronics
CUST4269,195,1,187463.04,3,2,4,324,Potential Loyalists,Gaya,Female,Electronics
CUST4270,24,1,458774.9,5,2,5,525,Potential Loyalists,Kolkata,Male,Education
CUST4284,308,1,30640.69,1,2,1,121,Promising,Patna,Male,Electronics
CUST4317,260,1,144969.64,2,2,4,224,Promising,Delhi,Female,Education
CUST4337,261,1,55976.48,2,2,2,222,Promising,Kolkata,Female,Electronics
CUST4363,33,1,401091.2,5,2,5,525,Potential Loyalists,Delhi,Female,Education
CUST4381,358,1,135764.76,1,2,3,123,Promising,Kolkata,Female,Electronics
CUST4391,21,1,197421.55,5,2,4,524,Potential Loyalists,Hyderabad,Male,Electronics
CUST4414,357,1,15617.29,1,2,1,121,Promising,Delhi,Female,Education
CUST4417,241,1,6280.83,2,2,1,221,Promising,Mumbai,Male,Electronics
CUST4420,137,1,13705.83,4,2,1,421,Potential Loyalists,Gaya,Male,Furniture
CUST4431,187,1,30519.5,3,2,1,321,Potential Loyalists,Gaya,Male,Furniture
CUST4438,316,1,29540.26,1,2,1,121,Promising,Kolkata,Female,Furniture
CUST4457,247,1,110260.04,2,2,3,223,Promising,Hyderabad,Female,Electronics
CUST4482,209,1,421025.22,3,2,5,325,Potential Loyalists,Pune,Male,Electronics
CUST4483,159,1,370228.72,3,2,5,325,Potential Loyalists,Patna,Female,Education
CUST4488,268,1,47539.35,2,2,2,222,Promising,Kolkata,Female,Electronics
CUST4496,296,1,333687.41,1,2,5,125,Promising,Bengaluru,Female,Furniture
CUST4515,158,1,78848.08,3,2,2,322,Potential Loyalists,Hyderabad,Female,Grocery
CUST4527,194,1,210037.8,3,2,4,324,Potential Loyalists,Mumbai,Male,Education
CUST4532,309,1,210571.1,1,2,4,124,Promising,Pune,Male,Fashion
CUST4537,122,1,167620.15,4,2,4,424,Potential Loyalists,Gaya,Male,Education
CUST4553,362,1,165937.8,1,2,4,124,Promising,Kolkata,Female,Furniture
CUST4559,217,1,52501.23,2,2,2,222,Promising,Bengaluru,Female,Electronics
CUST4565,26,1,23886.69,5,2,1,521,Potential Loyalists,Delhi,Female,Grocery
CUST4569,8,1,419975.28,5,2,5,525,Potential Loyalists,Patna,Male,Electronics
CUST4584,80,1,462701.3,4,2,5,425,Potential Loyalists,Pune,Female,Fashion
CUST4598,168,1,66336.0,3,2,2,322,Potential Loyalists,Patna,Female,Fashion
CUST4601,138,1,5053.68,4,2,1,421,Potential Loyalists,Hyderabad,Female,Education
CUST4602,33,1,6430.22,5,2,1,521,Potential Loyalists,Pune,Female,Furniture
CUST4625,314,1,306956.37,1,2,5,125,Promising,Gaya,Female,Education
CUST4629,327,1,75833.37,1,2,2,122,Promising,Patna,Female,Electronics
CUST4646,8,1,190160.1,5,2,4,524,Potential Loyalists,Bengaluru,Female,Grocery
CUST4650,56,1,143752.47,5,2,3,523,Potential Loyalists,Delhi,Male,Fashion
CUST4651,301,1,99449.28,1,2,3,123,Promising,Kolkata,Male,Electronics
CUST4655,78,1,239811.81,4,2,4,424,Potential Loyalists,Kolkata,Male,Fashion
CUST4673,126,1,81396.85,4,2,2,422,Potential Loyalists,Delhi,Female,Fashion
CUST4685,269,1,241032.51,2,2,4,224,Promising,Gaya,Male,Grocery
CUST4686,198,1,290918.72,3,2,5,325,Potential Loyalists,Pune,Male,Grocery
CUST4703,30,1,158544.6,5,2,4,524,Potential Loyalists,Patna,Male,Electronics
CUST4705,168,1,29838.32,3,2,1,321,Potential Loyalists,Hyderabad,Female,Fashion
CUST4706,1,2,528036.44,5,5,5,555,Champions,Bengaluru,Female,Electronics
CUST4722,71,1,217967.64,4,2,4,424,Potential Loyalists,Bengaluru,Male,Furniture
CUST4730,61,1,203288.64,5,2,4,524,Potential Loyalists,Patna,Female,Electronics
CUST4737,113,1,180858.3,4,2,4,424,Potential Loyalists,Patna,Female,Education
CUST4742,88,1,74556.42,4,2,2,422,Potential Loyalists,Kolkata,Male,Electronics
CUST4747,185,1,102099.33,3,2,3,323,Potential Loyalists,Gaya,Male,Electronics
CUST4750,122,1,95299.22,4,2,3,423,Potential Loyalists,Delhi,Female,Electronics
CUST4751,34,1,243462.6,5,2,5,525,Potential Loyalists,Patna,Male,Grocery
CUST4756,109,2,19079.68,4,5,1,451,Loyal Customers,Bengaluru,Female,Education
CUST4758,162,1,66288.95,3,2,2,322,Potential Loyalists,Pune,Male,Electronics
CUST4777,234,1,21001.73,2,2,1,221,Promising,Gaya,Female,Electronics
CUST4796,43,1,140365.9,5,2,3,523,Potential Loyalists,Bengaluru,Male,Grocery
CUST4810,237,1,97167.28,2,2,3,223,Promising,Kolkata,Male,Fashion
CUST4824,342,1,226245.78,1,2,4,124,Promising,Gaya,Male,Electronics
CUST4829,111,1,333996.4,4,3,5,435,Loyal Customers,Mumbai,Female,Fashion
CUST4845,45,1,2599.12,5,3,1,531,Loyal Customers,Mumbai,Male,Furniture
CUST4849,362,1,28812.06,1,3,1,131,At Risk,Patna,Male,Grocery
CUST4869,158,1,485667.8,3,3,5,335,Loyal Customers,Kolkata,Male,Electronics
CUST4881,146,1,5629.1,3,3,1,331,Loyal Customers,Patna,Male,Education
CUST4888,202,1,40275.15,3,3,2,332,Loyal Customers,Pune,Male,Fashion
CUST4901,49,1,47545.23,5,3,2,532,Loyal Customers,Mumbai,Female,Grocery
CUST4926,37,1,13050.5,5,3,1,531,Loyal Customers,Delhi,Male,Education
CUST4934,296,1,318588.55,1,3,5,135,At Risk,Bengaluru,Male,Grocery
CUST4941,336,1,60395.06,1,3,2,132,At Risk,Mumbai,Female,Furniture
CUST4943,236,1,12420.48,2,3,1,231,At Risk,Mumbai,Male,Grocery
CUST4947,358,1,37605.65,1,3,1,131,At Risk,Bengaluru,Male,Furniture
CUST4958,197,1,25717.95,3,3,1,331,Loyal Customers,Gaya,Male,Grocery
CUST4966,129,1,8286.54,4,3,1,431,Loyal Customers,Bengaluru,Female,Furniture
CUST4973,106,1,42500.65,4,3,2,432,Loyal Customers,Kolkata,Male,Fashion
CUST4977,348,1,200969.45,1,3,4,134,At Risk,Mumbai,Male,Furniture
CUST4979,200,1,51456.6,3,3,2,332,Loyal Customers,Mumbai,Male,Education
CUST4982,206,1,439972.2,3,3,5,335,Loyal Customers,Delhi,Male,Electronics
CUST4996,12,2,257757.48,5,5,5,555,Champions,Delhi,Female,Education
CUST4997,165,1,45063.04,3,3,2,332,Loyal Customers,Hyderabad,Male,Education
CUST5005,14,1,174940.92,5,3,4,534,Loyal Customers,Kolkata,Female,Education
CUST5010,157,1,124324.34,3,3,3,333,Loyal Customers,Pune,Female,Grocery
CUST5025,243,1,20875.52,2,3,1,231,At Risk,Patna,Female,Education
CUST5036,305,1,299490.08,1,3,5,135,At Risk,Patna,Male,Furniture
CUST5057,208,1,30227.94,3,3,1,331,Loyal Customers,Patna,Female,Fashion
CUST5063,234,1,15831.03,2,3,1,231,At Risk,Mumbai,Female,Electronics
CUST5079,72,1,267836.96,4,3,5,435,Loyal Customers,Bengaluru,Female,Furniture
CUST5091,317,1,213995.1,1,3,4,134,At Risk,Bengaluru,Male,Grocery
CUST5097,238,1,185571.72,2,3,4,234,At Risk,Mumbai,Female,Electronics
CUST5102,257,1,78808.86,2,3,2,232,At Risk,Hyderabad,Female,Education
CUST5113,320,1,199283.0,1,3,4,134,At Risk,Kolkata,Female,Electronics
CUST5128,276,1,242216.48,2,3,5,235,At Risk,Bengaluru,Male,Grocery
CUST5129,107,1,219522.18,4,3,4,434,Loyal Customers,Bengaluru,Male,Education
CUST5133,146,1,19382.82,3,3,1,331,Loyal Customers,Pune,Female,Electronics
CUST5136,125,1,16506.48,4,3,1,431,Loyal Customers,Mumbai,Male,Grocery
CUST5151,182,1,86394.66,3,3,2,332,Loyal Customers,Bengaluru,Female,Grocery
CUST5154,354,1,76131.68,1,3,2,132,At Risk,Mumbai,Male,Education
CUST5155,328,1,172543.0,1,3,4,134,At Risk,Bengaluru,Male,Electronics
CUST5160,9,1,1961.91,5,3,1,531,Loyal Customers,Delhi,Female,Education
CUST5168,211,1,54797.1,3,3,2,332,Loyal Customers,Hyderabad,Male,Electronics
CUST5178,215,1,109792.04,3,3,3,333,Loyal Customers,Mumbai,Male,Education
CUST5188,328,1,439499.43,1,3,5,135,At Risk,Gaya,Male,Electronics
CUST5206,11,1,65107.76,5,3,2,532,Loyal Customers,Patna,Female,Education
CUST5211,290,1,191167.55,1,3,4,134,At Risk,Patna,Female,Education
CUST5214,197,1,86438.08,3,3,2,332,Loyal Customers,Patna,Female,Furniture
CUST5232,323,1,62434.24,1,3,2,132,At Risk,Gaya,Male,Electronics
CUST5233,116,1,48906.12,4,3,2,432,Loyal Customers,Mumbai,Male,Education
CUST5240,88,1,92846.81,4,3,3,433,Loyal Customers,Patna,Male,Electronics
CUST5244,281,1,207547.7,2,3,4,234,At Risk,Pune,Male,Grocery
CUST5249,28,1,116373.8,5,3,3,533,Loyal Customers,Pune,Male,Fashion
CUST5295,156,1,120358.95,3,3,3,333,Loyal Customers,Kolkata,Female,Education
CUST5318,210,1,93084.36,3,3,3,333,Loyal Customers,Bengaluru,Male,Fashion
CUST5319,45,1,138242.6,5,3,3,533,Loyal Customers,Mumbai,Female,Electronics
CUST5338,218,1,140731.05,2,3,3,233,At Risk,Patna,Female,Fashion
CUST5355,288,1,47542.0,2,3,2,232,At Risk,Delhi,Male,Grocery
CUST5363,45,2,265314.63,5,5,5,555,Champions,Delhi,Female,Fashion
CUST5367,123,1,35099.34,4,3,1,431,Loyal Customers,Hyderabad,Female,Education
CUST5373,78,1,25737.43,4,3,1,431,Loyal Customers,Delhi,Male,Fashion
CUST5375,297,1,36587.92,1,3,1,131,At Risk,Bengaluru,Male,Education
CUST5386,231,1,244476.54,2,3,5,235,At Risk,Gaya,Male,Grocery
CUST5389,36,1,58707.36,5,3,2,532,Loyal Customers,Mumbai,Female,Fashion
CUST5406,112,1,47545.65,4,3,2,432,Loyal Customers,Kolkata,Male,Electronics
CUST5413,20,1,217109.48,5,3,4,534,Loyal Customers,Bengaluru,Male,Electronics
CUST5415,63,1,12121.61,5,3,1,531,Loyal Customers,Delhi,Female,Fashion
CUST5418,138,1,177852.72,4,3,4,434,Loyal Customers,Kolkata,Female,Education
CUST5419,104,1,7179.39,4,3,1,431,Loyal Customers,Patna,Female,Education
CUST5430,187,1,138761.82,3,3,3,333,Loyal Customers,Mumbai,Male,Fashion
CUST5431,347,1,215478.9,1,3,4,134,At Risk,Mumbai,Female,Electronics
CUST5432,55,1,15571.2,5,3,1,531,Loyal Customers,Patna,Male,Fashion
CUST5433,350,1,100010.88,1,3,3,133,At Risk,Delhi,Male,Education
CUST5454,344,1,308555.0,1,3,5,135,At Risk,Hyderabad,Female,Furniture
CUST5455,291,1,86715.66,1,3,2,132,At Risk,Bengaluru,Male,Furniture
CUST5468,47,1,299131.56,5,3,5,535,Loyal Customers,Bengaluru,Male,Electronics
CUST5477,84,1,284448.64,4,3,5,435,Loyal Customers,Kolkata,Female,Electronics
CUST5505,357,1,210141.3,1,3,4,134,At Risk,Bengaluru,Female,Education
CUST5516,256,1,211333.38,2,3,4,234,At Risk,Kolkata,Male,Grocery
CUST5523,91,1,277513.83,4,3,5,435,Loyal Customers,Pune,Male,Furniture
CUST5524,79,1,128419.56,4,3,3,433,Loyal Customers,Hyderabad,Male,Furniture
CUST5529,311,1,19808.39,1,3,1,131,At Risk,Bengaluru,Female,Grocery
CUST5535,77,1,81639.9,4,3,2,432,Loyal Customers,Gaya,Male,Grocery
CUST5569,41,1,105715.35,5,3,3,533,Loyal Customers,Pune,Female,Fashion
CUST5585,152,1,258727.23,3,3,5,335,Loyal Customers,Kolkata,Male,Furniture
CUST5600,190,1,143878.14,3,3,3,333,Loyal Customers,Bengaluru,Male,Grocery
CUST5605,139,1,126051.16,4,3,3,433,Loyal Customers,Kolkata,Female,Fashion
CUST5607,134,1,13129.64,4,3,1,431,Loyal Customers,Gaya,Female,Grocery
CUST5615,202,1,7583.96,3,3,1,331,Loyal Customers,Bengaluru,Female,Grocery
CUST5621,80,1,134832.67,4,3,3,433,Loyal Customers,Delhi,Female,Fashion
CUST5624,36,1,319922.96,5,3,5,535,Loyal Customers,Patna,Male,Electronics
CUST5702,175,1,139084.8,3,3,3,333,Loyal Customers,Pune,Female,Education
CUST5718,185,1,80473.4,3,3,2,332,Loyal Customers,Kolkata,Female,Fashion
CUST5726,122,1,79157.2,4,3,2,432,Loyal Customers,Pune,Male,Electronics
CUST5743,171,1,86401.08,3,3,2,332,Loyal Customers,Gaya,Male,Electronics
CUST5762,74,1,31247.14,4,3,1,431,Loyal Customers,Mumbai,Female,Education
CUST5766,345,1,226028.39,1,3,4,134,At Risk,Gaya,Male,Fashion
CUST5778,272,1,72124.72,2,3,2,232,At Risk,Patna,Male,Fashion
CUST5791,358,1,78010.54,1,3,2,132,At Risk,Patna,Male,Fashion
CUST5806,162,2,143666.99,3,5,3,353,Loyal Customers,Bengaluru,Female,Education
CUST5829,119,1,39956.16,4,3,2,432,Loyal Customers,Delhi,Male,Education
CUST5835,241,1,56623.16,2,3,2,232,At Risk,,Male,Electronics
CUST5851,233,1,83088.9,2,3,2,232,At Risk,Patna,Male,Electronics
CUST5869,316,1,285227.53,1,3,5,135,At Risk,Delhi,Male,Furniture
CUST5871,311,1,136832.9,1,3,3,133,At Risk,Delhi,Female,Furniture
CUST5876,56,1,222899.82,5,3,4,534,Loyal Customers,Patna,Female,Electronics
CUST5899,158,1,23158.0,3,3,1,331,Loyal Customers,Gaya,Female,Electronics
CUST5903,251,1,13424.67,2,3,1,231,At Risk,Hyderabad,Female,Fashion
CUST5926,21,1,311180.64,5,3,5,535,Loyal Customers,Gaya,Male,Furniture
CUST5932,186,1,74970.27,3,3,2,332,Loyal Customers,Gaya,Female,Grocery
CUST5933,338,1,65068.15,1,3,2,132,At Risk,Mumbai,Male,Furniture
CUST5945,332,1,200976.86,1,3,4,134,At Risk,Kolkata,Female,Fashion
CUST5988,70,1,88672.76,4,3,3,433,Loyal Customers,Kolkata,Male,Furniture
CUST6002,59,1,214875.81,5,3,4,534,Loyal Customers,Delhi,Male,Electronics
CUST6006,258,1,186072.9,2,3,4,234,At Risk,Delhi,Male,Furniture
CUST6028,283,1,82132.92,2,3,2,232,At Risk,Delhi,Male,Electronics
CUST6037,354,1,3586.58,1,3,1,131,At Risk,Patna,Male,Electronics
CUST6067,119,2,209823.08000000002,4,5,4,454,Champions,Kolkata,Male,Electronics
CUST6082,70,2,548416.39,4,5,5,455,Champions,Mumbai,Female,Electronics
CUST6096,328,1,197341.68,1,3,4,134,At Risk,Patna,Female,Fashion
CUST6111,11,2,156256.16,5,5,4,554,Champions,Hyderabad,Female,Electronics
CUST6116,177,1,86309.0,3,3,2,332,Loyal Customers,Gaya,Female,Furniture
CUST6136,288,1,71273.3,2,3,2,232,At Risk,Hyderabad,Male,Furniture
CUST6142,341,1,128393.8,1,3,3,133,At Risk,Patna,Male,Electronics
CUST6149,145,1,72673.95,3,3,2,332,Loyal Customers,Patna,Female,Electronics
CUST6152,73,1,118857.45,4,3,3,433,Loyal Customers,Bengaluru,Female,Electronics
CUST6162,197,1,31849.44,3,3,1,331,Loyal Customers,Mumbai,Male,Electronics
CUST6173,152,1,150268.72,3,3,4,334,Loyal Customers,Pune,Male,Electronics
CUST6180,125,1,157078.86,4,3,4,434,Loyal Customers,Patna,Male,Electronics
CUST6206,21,1,302455.37,5,3,5,535,Loyal Customers,Kolkata,Male,Education
CUST6228,149,1,89287.2,3,3,3,333,Loyal Customers,Pune,Female,Education
CUST6236,171,1,17039.73,3,3,1,331,Loyal Customers,Kolkata,Female,Electronics
CUST6238,29,1,259301.0,5,3,5,535,Loyal Customers,Gaya,Male,Grocery
CUST6241,322,1,18127.66,1,3,1,131,At Risk,Hyderabad,Male,Furniture
CUST6258,171,1,40225.63,3,3,2,332,Loyal Customers,Pune,Male,Electronics
CUST6260,253,1,105954.6,2,3,3,233,At Risk,Gaya,Male,Electronics
CUST6279,212,1,256986.2,3,3,5,335,Loyal Customers,Kolkata,Female,Electronics
CUST6288,351,1,17212.99,1,3,1,131,At Risk,Kolkata,Male,Electronics
CUST6309,210,1,61486.2,3,3,2,332,Loyal Customers,Mumbai,Female,Grocery
CUST6311,63,1,301320.63,5,3,5,535,Loyal Customers,Mumbai,Female,Education
CUST6314,316,1,155811.12,1,3,4,134,At Risk,Gaya,Female,Grocery
CUST6316,62,1,311126.04,5,3,5,535,Loyal Customers,Pune,Male,Electronics
CUST6319,349,1,46629.03,1,3,2,132,At Risk,Bengaluru,Female,Fashion
CUST6336,116,1,26771.99,4,3,1,431,Loyal Customers,Delhi,Male,Electronics
CUST6340,109,1,21368.29,4,3,1,431,Loyal Customers,Gaya,Female,Grocery
CUST6345,202,2,82147.94,3,5,2,352,Loyal Customers,Delhi,Female,Education
CUST6348,254,1,92286.1,2,3,3,233,At Risk,Kolkata,Female,Electronics
CUST6389,135,1,313519.95,4,3,5,435,Loyal Customers,Kolkata,Male,Furniture
CUST6394,19,1,57013.62,5,3,2,532,Loyal Customers,Bengaluru,Female,Grocery
CUST6407,5,2,315050.32,5,5,5,555,Champions,Delhi,Female,Electronics
CUST6410,56,1,318649.86,5,3,5,535,Loyal Customers,Gaya,Male,Electronics
CUST6413,253,1,96340.16,2,3,3,233,At Risk,Patna,Female,Fashion
CUST6414,241,1,62429.88,2,3,2,232,At Risk,Delhi,Male,Electronics
CUST6421,81,1,38696.65,4,3,2,432,Loyal Customers,Gaya,Male,Electronics
CUST6432,231,1,46021.88,2,3,2,232,At Risk,Mumbai,Male,Education
CUST6436,134,1,4418.86,4,3,1,431,Loyal Customers,Bengaluru,Male,Fashion
CUST6442,89,1,429297.21,4,3,5,435,Loyal Customers,Kolkata,Male,Furniture
CUST6444,118,1,259787.34,4,3,5,435,Loyal Customers,Mumbai,Female,Education
CUST6467,325,1,318362.73,1,3,5,135,At Risk,Pune,Female,Grocery
CUST6504,288,1,190162.88,2,3,4,234,At Risk,Kolkata,Male,Electronics
CUST6511,121,1,54039.78,4,3,2,432,Loyal Customers,Mumbai,Male,Fashion
CUST6518,130,1,177138.7,4,3,4,434,Loyal Customers,Hyderabad,Female,Fashion
CUST6522,195,1,107317.63,3,3,3,333,Loyal Customers,Mumbai,Male,Education
CUST6531,273,1,78327.66,2,3,2,232,At Risk,Kolkata,Male,Grocery
CUST6532,133,2,610981.74,4,5,5,455,Champions,Hyderabad,Female,Grocery
CUST6538,158,1,26611.8,3,3,1,331,Loyal Customers,Pune,Female,Electronics
CUST6540,267,1,87368.96,2,3,2,232,At Risk,Kolkata,Male,Fashion
CUST6564,310,1,142635.56,1,3,3,133,At Risk,Patna,Female,Electronics
CUST6565,194,1,168646.62,3,3,4,334,Loyal Customers,Gaya,Female,Education
CUST6571,22,1,75706.23,5,3,2,532,Loyal Customers,Pune,Female,Furniture
CUST6578,358,1,19202.88,1,3,1,131,At Risk,Hyderabad,Female,Fashion
CUST6584,281,1,296462.6,2,3,5,235,At Risk,Mumbai,Male,Electronics
CUST6585,194,1,103625.84,3,3,3,333,Loyal Customers,Hyderabad,Male,Grocery
CUST6589,106,1,70470.99,4,3,2,432,Loyal Customers,Kolkata,Male,Furniture
CUST6600,301,1,439266.33,1,3,5,135,At Risk,Bengaluru,Female,Electronics
CUST6618,249,1,230997.12,2,3,4,234,At Risk,Pune,Male,Fashion
CUST6621,233,1,34477.47,2,3,1,231,At Risk,Mumbai,Female,Education
CUST6625,273,1,121251.76,2,3,3,233,At Risk,Hyderabad,Male,Electronics
CUST6627,353,1,248966.58,1,3,5,135,At Risk,Patna,Male,Grocery
CUST6631,175,1,28924.68,3,3,1,331,Loyal Customers,Kolkata,Male,Education
CUST6638,19,1,167313.48,5,3,4,534,Loyal Customers,Bengaluru,Male,Fashion
CUST6654,104,1,15439.6,4,3,1,431,Loyal Customers,Pune,Female,Electronics
CUST6655,91,1,3156.7,4,3,1,431,Loyal Customers,Pune,Female,Electronics
CUST6658,44,1,285180.93,5,3,5,535,Loyal Customers,Patna,Male,Education
CUST6678,16,1,28362.94,5,3,1,531,Loyal Customers,Kolkata,Male,Grocery
CUST6684,286,1,193199.4,2,3,4,234,At Risk,Bengaluru,Male,Furniture
CUST6697,111,1,75059.95,4,3,2,432,Loyal Customers,Pune,Male,Furniture
CUST6704,4,2,452333.24,5,5,5,555,Champions,Mumbai,Female,Fashion
CUST6706,322,1,45333.96,1,3,2,132,At Risk,Mumbai,Male,Electronics
CUST6707,288,1,328896.4,2,3,5,235,At Risk,Pune,Male,Electronics
CUST6714,323,1,439469.6,1,3,5,135,At Risk,,Female,Education
CUST6719,363,1,45270.45,1,3,2,132,At Risk,Patna,Female,Education
CUST6727,54,1,111865.08,5,3,3,533,Loyal Customers,Mumbai,Female,Electronics
CUST6728,18,1,34757.71,5,3,1,531,Loyal Customers,Bengaluru,Male,Electronics
CUST6748,82,1,396906.8,4,3,5,435,Loyal Customers,Patna,Female,Education
CUST6752,78,1,59121.8,4,3,2,432,Loyal Customers,Kolkata,Male,Grocery
CUST6762,339,1,10934.02,1,3,1,131,At Risk,Delhi,Male,Grocery
CUST6773,270,1,132823.76,2,3,3,233,At Risk,Hyderabad,Male,Electronics
CUST6780,211,1,269519.53,3,3,5,335,Loyal Customers,Hyderabad,Female,Education
CUST6783,130,1,189183.33,4,3,4,434,Loyal Customers,Kolkata,Male,Education
CUST6791,36,1,148740.85,5,3,4,534,Loyal Customers,Pune,Female,Furniture
CUST6806,261,1,246529.68,2,3,5,235,At Risk,Pune,Male,Electronics
CUST6814,226,1,56546.37,2,4,2,242,At Risk,Bengaluru,Male,Fashion
CUST6815,192,1,16650.75,3,4,1,341,Loyal Customers,Patna,Female,Furniture
CUST6821,203,1,274083.6,3,4,5,345,Loyal Customers,Pune,Male,Education
CUST6828,282,1,127614.42,2,4,3,243,At Risk,Bengaluru,Male,Furniture
CUST6845,1,2,769479.75,5,5,5,555,Champions,Hyderabad,Female,Fashion
CUST6860,146,1,30210.72,3,4,1,341,Loyal Customers,Bengaluru,Male,Electronics
CUST6862,2,1,95386.66,5,4,3,543,Loyal Customers,Patna,Female,Furniture
CUST6870,223,1,70818.68,2,4,2,242,At Risk,Hyderabad,Female,Grocery
CUST6881,44,1,297463.11,5,4,5,545,Champions,Delhi,Female,Electronics
CUST6887,125,1,15733.65,4,4,1,441,Loyal Customers,Delhi,Male,Furniture
CUST6921,115,1,11206.86,4,4,1,441,Loyal Customers,Patna,Female,Electronics
CUST6927,177,1,86462.0,3,4,2,342,Loyal Customers,Gaya,Male,Furniture
CUST6932,311,1,21090.24,1,4,1,141,At Risk,Kolkata,Male,Fashion
CUST6933,279,1,125483.1,2,4,3,243,At Risk,Patna,Female,Grocery
CUST6938,257,1,119662.88,2,4,3,243,At Risk,Kolkata,Female,Electronics
CUST6944,60,1,34742.76,5,4,1,541,Loyal Customers,Gaya,Male,Education
CUST6969,261,1,167677.65,2,4,4,244,At Risk,Hyderabad,Female,Grocery
CUST6987,314,1,6976.56,1,4,1,141,At Risk,Gaya,Female,Grocery
CUST6995,353,1,325425.87,1,4,5,145,At Risk,Hyderabad,Male,Education
CUST6997,27,1,27593.6,5,4,1,541,Loyal Customers,Gaya,Male,Electronics
CUST7016,179,1,184654.44,3,4,4,344,Loyal Customers,Pune,Female,Furniture
CUST7026,25,2,262752.56,5,5,5,555,Champions,Bengaluru,Female,Electronics
CUST7031,350,1,195199.8,1,4,4,144,At Risk,Gaya,Female,Fashion
CUST7033,42,1,156203.52,5,4,4,544,Champions,Gaya,Male,Electronics
CUST7037,18,1,405004.41,5,4,5,545,Champions,Mumbai,Male,Grocery
CUST7042,208,1,70227.96,3,4,2,342,Loyal Customers,Kolkata,Male,Education
CUST7059,208,1,13776.48,3,4,1,341,Loyal Customers,Delhi,Female,Electronics
CUST7062,106,1,180509.76,4,4,4,444,Champions,Bengaluru,Male,Electronics
CUST7065,272,1,241144.8,2,4,4,244,At Risk,Bengaluru,Female,Fashion
CUST7068,32,1,292060.48,5,4,5,545,Champions,Hyderabad,Male,Education
CUST7072,96,1,210619.12,4,4,4,444,Champions,Gaya,Female,Fashion
CUST7082,241,1,100658.0,2,4,3,243,At Risk,Bengaluru,Female,Education
CUST7091,38,1,237573.1,5,4,4,544,Champions,Mumbai,Female,Grocery
CUST7093,182,1,237005.1,3,4,4,344,Loyal Customers,Mumbai,Male,Furniture
CUST7104,55,1,245061.25,5,4,5,545,Champions,Mumbai,Male,Furniture
CUST7110,253,1,3953.8,2,4,1,241,At Risk,Hyderabad,Male,Electronics
CUST7117,314,1,39406.86,1,4,2,142,At Risk,Gaya,Female,Furniture
CUST7152,124,1,106181.76,4,4,3,443,Loyal Customers,Patna,Female,Electronics
CUST7164,18,1,282545.1,5,4,5,545,Champions,Pune,Male,Fashion
CUST7173,61,1,47212.5,5,4,2,542,Loyal Customers,Hyderabad,Male,Electronics
CUST7176,259,1,54990.9,2,4,2,242,At Risk,Bengaluru,Male,Furniture
CUST7177,200,1,75415.95,3,4,2,342,Loyal Customers,Hyderabad,Male,Fashion
CUST7178,107,1,16185.56,4,4,1,441,Loyal Customers,Bengaluru,Male,Furniture
CUST7185,321,1,98255.31,1,4,3,143,At Risk,Delhi,Female,Furniture
CUST7186,309,1,10625.65,1,4,1,141,At Risk,Mumbai,Female,Fashion
CUST7187,363,1,16633.85,1,4,1,141,At Risk,Patna,Male,Electronics
CUST7188,98,2,88709.25,4,5,3,453,Loyal Customers,Bengaluru,Male,Electronics
CUST7196,129,1,267104.88,4,4,5,445,Champions,Delhi,Male,Furniture
CUST7219,333,1,229527.7,1,4,4,144,At Risk,Pune,Male,Education
CUST7221,151,1,15069.36,3,4,1,341,Loyal Customers,Gaya,Male,Electronics
CUST7226,147,1,3859.08,3,4,1,341,Loyal Customers,Mumbai,Male,Electronics
CUST7228,223,1,117472.56,2,4,3,243,At Risk,Bengaluru,Female,Fashion
CUST7236,349,1,130323.36,1,4,3,143,At Risk,Gaya,Male,Education
